id,브랜드,차종,연식,세부모델,category,name,price
5453,BMW,1 Series,2012,스포츠,battery,배터리 교체 (수입차전용),220000
5454,BMW,1 Series,2012,스포츠,inspection,기본 무상 점검 (이벤트),0
5455,BMW,1 Series,2011,기본형,engine,엔진오일 교환 (기본 합성유),150000
5456,BMW,1 Series,2011,기본형,engine,엔진 플러싱 및 첨가제,80000
5457,BMW,1 Series,2011,기본형,brake,앞 브레이크 패드 교환,120000
5458,BMW,1 Series,2011,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5459,BMW,1 Series,2011,기본형,brake,브레이크 오일 1:1 교환,90000
5460,BMW,1 Series,2011,기본형,transmission,미션오일 교환 패키지,350000
5461,BMW,1 Series,2011,기본형,filter,실내 에어컨/히터 필터,50000
5462,BMW,1 Series,2011,기본형,battery,배터리 교체 (수입차전용),220000
5463,BMW,1 Series,2011,기본형,inspection,기본 무상 점검 (이벤트),0
5464,BMW,1 Series,2011,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5465,BMW,1 Series,2011,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5466,BMW,1 Series,2011,프리미엄,brake,앞 브레이크 패드 교환,120000
5467,BMW,1 Series,2011,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5468,BMW,1 Series,2011,프리미엄,brake,브레이크 오일 1:1 교환,90000
5469,BMW,1 Series,2011,프리미엄,transmission,미션오일 교환 패키지,350000
5470,BMW,1 Series,2011,프리미엄,filter,실내 에어컨/히터 필터,50000
5471,BMW,1 Series,2011,프리미엄,battery,배터리 교체 (수입차전용),220000
5472,BMW,1 Series,2011,프리미엄,inspection,기본 무상 점검 (이벤트),0
5473,BMW,1 Series,2011,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5474,BMW,1 Series,2011,스포츠,engine,엔진 플러싱 및 첨가제,80000
5475,BMW,1 Series,2011,스포츠,brake,앞 브레이크 패드 교환,120000
5476,BMW,1 Series,2011,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5477,BMW,1 Series,2011,스포츠,brake,브레이크 오일 1:1 교환,90000
5478,BMW,1 Series,2011,스포츠,transmission,미션오일 교환 패키지,350000
5479,BMW,1 Series,2011,스포츠,filter,실내 에어컨/히터 필터,50000
5480,BMW,1 Series,2011,스포츠,battery,배터리 교체 (수입차전용),220000
5481,BMW,1 Series,2011,스포츠,inspection,기본 무상 점검 (이벤트),0
5482,BMW,1 Series,2010,기본형,engine,엔진오일 교환 (기본 합성유),150000
5483,BMW,1 Series,2010,기본형,engine,엔진 플러싱 및 첨가제,80000
5484,BMW,1 Series,2010,기본형,brake,앞 브레이크 패드 교환,120000
5485,BMW,1 Series,2010,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5486,BMW,1 Series,2010,기본형,brake,브레이크 오일 1:1 교환,90000
5487,BMW,1 Series,2010,기본형,transmission,미션오일 교환 패키지,350000
5488,BMW,1 Series,2010,기본형,filter,실내 에어컨/히터 필터,50000
5489,BMW,1 Series,2010,기본형,battery,배터리 교체 (수입차전용),220000
5490,BMW,1 Series,2010,기본형,inspection,기본 무상 점검 (이벤트),0
5491,BMW,1 Series,2010,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5492,BMW,1 Series,2010,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5493,BMW,1 Series,2010,프리미엄,brake,앞 브레이크 패드 교환,120000
5494,BMW,1 Series,2010,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5495,BMW,1 Series,2010,프리미엄,brake,브레이크 오일 1:1 교환,90000
5496,BMW,1 Series,2010,프리미엄,transmission,미션오일 교환 패키지,350000
5497,BMW,1 Series,2010,프리미엄,filter,실내 에어컨/히터 필터,50000
5498,BMW,1 Series,2010,프리미엄,battery,배터리 교체 (수입차전용),220000
5499,BMW,1 Series,2010,프리미엄,inspection,기본 무상 점검 (이벤트),0
5500,BMW,1 Series,2010,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5501,BMW,1 Series,2010,스포츠,engine,엔진 플러싱 및 첨가제,80000
5502,BMW,1 Series,2010,스포츠,brake,앞 브레이크 패드 교환,120000
5503,BMW,1 Series,2010,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5504,BMW,1 Series,2010,스포츠,brake,브레이크 오일 1:1 교환,90000
5505,BMW,1 Series,2010,스포츠,transmission,미션오일 교환 패키지,350000
5506,BMW,1 Series,2010,스포츠,filter,실내 에어컨/히터 필터,50000
5507,BMW,1 Series,2010,스포츠,battery,배터리 교체 (수입차전용),220000
5508,BMW,1 Series,2010,스포츠,inspection,기본 무상 점검 (이벤트),0
5509,BMW,1 Series,2009,기본형,engine,엔진오일 교환 (기본 합성유),150000
5510,BMW,1 Series,2009,기본형,engine,엔진 플러싱 및 첨가제,80000
5511,BMW,1 Series,2009,기본형,brake,앞 브레이크 패드 교환,120000
5512,BMW,1 Series,2009,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5513,BMW,1 Series,2009,기본형,brake,브레이크 오일 1:1 교환,90000
5514,BMW,1 Series,2009,기본형,transmission,미션오일 교환 패키지,350000
5515,BMW,1 Series,2009,기본형,filter,실내 에어컨/히터 필터,50000
5516,BMW,1 Series,2009,기본형,battery,배터리 교체 (수입차전용),220000
5517,BMW,1 Series,2009,기본형,inspection,기본 무상 점검 (이벤트),0
5518,BMW,1 Series,2009,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5519,BMW,1 Series,2009,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5520,BMW,1 Series,2009,프리미엄,brake,앞 브레이크 패드 교환,120000
5521,BMW,1 Series,2009,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5522,BMW,1 Series,2009,프리미엄,brake,브레이크 오일 1:1 교환,90000
5523,BMW,1 Series,2009,프리미엄,transmission,미션오일 교환 패키지,350000
5524,BMW,1 Series,2009,프리미엄,filter,실내 에어컨/히터 필터,50000
5525,BMW,1 Series,2009,프리미엄,battery,배터리 교체 (수입차전용),220000
5526,BMW,1 Series,2009,프리미엄,inspection,기본 무상 점검 (이벤트),0
5527,BMW,1 Series,2009,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5528,BMW,1 Series,2009,스포츠,engine,엔진 플러싱 및 첨가제,80000
5529,BMW,1 Series,2009,스포츠,brake,앞 브레이크 패드 교환,120000
5530,BMW,1 Series,2009,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5531,BMW,1 Series,2009,스포츠,brake,브레이크 오일 1:1 교환,90000
5532,BMW,1 Series,2009,스포츠,transmission,미션오일 교환 패키지,350000
5533,BMW,1 Series,2009,스포츠,filter,실내 에어컨/히터 필터,50000
5534,BMW,1 Series,2009,스포츠,battery,배터리 교체 (수입차전용),220000
5535,BMW,1 Series,2009,스포츠,inspection,기본 무상 점검 (이벤트),0
5536,BMW,1 Series,2008,기본형,engine,엔진오일 교환 (기본 합성유),150000
5537,BMW,1 Series,2008,기본형,engine,엔진 플러싱 및 첨가제,80000
5538,BMW,1 Series,2008,기본형,brake,앞 브레이크 패드 교환,120000
5539,BMW,1 Series,2008,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5540,BMW,1 Series,2008,기본형,brake,브레이크 오일 1:1 교환,90000
5541,BMW,1 Series,2008,기본형,transmission,미션오일 교환 패키지,350000
5542,BMW,1 Series,2008,기본형,filter,실내 에어컨/히터 필터,50000
5543,BMW,1 Series,2008,기본형,battery,배터리 교체 (수입차전용),220000
5544,BMW,1 Series,2008,기본형,inspection,기본 무상 점검 (이벤트),0
5545,BMW,1 Series,2008,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5546,BMW,1 Series,2008,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5547,BMW,1 Series,2008,프리미엄,brake,앞 브레이크 패드 교환,120000
5548,BMW,1 Series,2008,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5549,BMW,1 Series,2008,프리미엄,brake,브레이크 오일 1:1 교환,90000
5550,BMW,1 Series,2008,프리미엄,transmission,미션오일 교환 패키지,350000
5551,BMW,1 Series,2008,프리미엄,filter,실내 에어컨/히터 필터,50000
5552,BMW,1 Series,2008,프리미엄,battery,배터리 교체 (수입차전용),220000
5553,BMW,1 Series,2008,프리미엄,inspection,기본 무상 점검 (이벤트),0
5554,BMW,1 Series,2008,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5555,BMW,1 Series,2008,스포츠,engine,엔진 플러싱 및 첨가제,80000
5556,BMW,1 Series,2008,스포츠,brake,앞 브레이크 패드 교환,120000
5557,BMW,1 Series,2008,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5558,BMW,1 Series,2008,스포츠,brake,브레이크 오일 1:1 교환,90000
5559,BMW,1 Series,2008,스포츠,transmission,미션오일 교환 패키지,350000
5560,BMW,1 Series,2008,스포츠,filter,실내 에어컨/히터 필터,50000
5561,BMW,1 Series,2008,스포츠,battery,배터리 교체 (수입차전용),220000
5562,BMW,1 Series,2008,스포츠,inspection,기본 무상 점검 (이벤트),0
5563,BMW,1 Series,2007,기본형,engine,엔진오일 교환 (기본 합성유),150000
5564,BMW,1 Series,2007,기본형,engine,엔진 플러싱 및 첨가제,80000
5565,BMW,1 Series,2007,기본형,brake,앞 브레이크 패드 교환,120000
5566,BMW,1 Series,2007,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5567,BMW,1 Series,2007,기본형,brake,브레이크 오일 1:1 교환,90000
5568,BMW,1 Series,2007,기본형,transmission,미션오일 교환 패키지,350000
5569,BMW,1 Series,2007,기본형,filter,실내 에어컨/히터 필터,50000
5570,BMW,1 Series,2007,기본형,battery,배터리 교체 (수입차전용),220000
5571,BMW,1 Series,2007,기본형,inspection,기본 무상 점검 (이벤트),0
5572,BMW,1 Series,2007,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5573,BMW,1 Series,2007,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5574,BMW,1 Series,2007,프리미엄,brake,앞 브레이크 패드 교환,120000
5575,BMW,1 Series,2007,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5576,BMW,1 Series,2007,프리미엄,brake,브레이크 오일 1:1 교환,90000
5577,BMW,1 Series,2007,프리미엄,transmission,미션오일 교환 패키지,350000
5578,BMW,1 Series,2007,프리미엄,filter,실내 에어컨/히터 필터,50000
5579,BMW,1 Series,2007,프리미엄,battery,배터리 교체 (수입차전용),220000
5580,BMW,1 Series,2007,프리미엄,inspection,기본 무상 점검 (이벤트),0
5581,BMW,1 Series,2007,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5582,BMW,1 Series,2007,스포츠,engine,엔진 플러싱 및 첨가제,80000
5583,BMW,1 Series,2007,스포츠,brake,앞 브레이크 패드 교환,120000
5584,BMW,1 Series,2007,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5585,BMW,1 Series,2007,스포츠,brake,브레이크 오일 1:1 교환,90000
5586,BMW,1 Series,2007,스포츠,transmission,미션오일 교환 패키지,350000
5587,BMW,1 Series,2007,스포츠,filter,실내 에어컨/히터 필터,50000
5588,BMW,1 Series,2007,스포츠,battery,배터리 교체 (수입차전용),220000
5589,BMW,1 Series,2007,스포츠,inspection,기본 무상 점검 (이벤트),0
5590,BMW,3 Series,2026,기본형,engine,엔진오일 교환 (기본 합성유),150000
5591,BMW,3 Series,2026,기본형,engine,엔진 플러싱 및 첨가제,80000
5592,BMW,3 Series,2026,기본형,brake,앞 브레이크 패드 교환,120000
5593,BMW,3 Series,2026,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5594,BMW,3 Series,2026,기본형,brake,브레이크 오일 1:1 교환,90000
5595,BMW,3 Series,2026,기본형,transmission,미션오일 교환 패키지,350000
5596,BMW,3 Series,2026,기본형,filter,실내 에어컨/히터 필터,50000
5597,BMW,3 Series,2026,기본형,battery,배터리 교체 (수입차전용),220000
5598,BMW,3 Series,2026,기본형,inspection,기본 무상 점검 (이벤트),0
5599,BMW,3 Series,2026,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5600,BMW,3 Series,2026,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5601,BMW,3 Series,2026,프리미엄,brake,앞 브레이크 패드 교환,120000
5602,BMW,3 Series,2026,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5603,BMW,3 Series,2026,프리미엄,brake,브레이크 오일 1:1 교환,90000
5604,BMW,3 Series,2026,프리미엄,transmission,미션오일 교환 패키지,350000
5605,BMW,3 Series,2026,프리미엄,filter,실내 에어컨/히터 필터,50000
5606,BMW,3 Series,2026,프리미엄,battery,배터리 교체 (수입차전용),220000
5607,BMW,3 Series,2026,프리미엄,inspection,기본 무상 점검 (이벤트),0
5608,BMW,3 Series,2026,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5609,BMW,3 Series,2026,스포츠,engine,엔진 플러싱 및 첨가제,80000
5610,BMW,3 Series,2026,스포츠,brake,앞 브레이크 패드 교환,120000
5611,BMW,3 Series,2026,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5612,BMW,3 Series,2026,스포츠,brake,브레이크 오일 1:1 교환,90000
5613,BMW,3 Series,2026,스포츠,transmission,미션오일 교환 패키지,350000
5614,BMW,3 Series,2026,스포츠,filter,실내 에어컨/히터 필터,50000
5615,BMW,3 Series,2026,스포츠,battery,배터리 교체 (수입차전용),220000
5616,BMW,3 Series,2026,스포츠,inspection,기본 무상 점검 (이벤트),0
5617,BMW,3 Series,2025,기본형,engine,엔진오일 교환 (기본 합성유),150000
5618,BMW,3 Series,2025,기본형,engine,엔진 플러싱 및 첨가제,80000
5619,BMW,3 Series,2025,기본형,brake,앞 브레이크 패드 교환,120000
5620,BMW,3 Series,2025,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5621,BMW,3 Series,2025,기본형,brake,브레이크 오일 1:1 교환,90000
5622,BMW,3 Series,2025,기본형,transmission,미션오일 교환 패키지,350000
5623,BMW,3 Series,2025,기본형,filter,실내 에어컨/히터 필터,50000
5624,BMW,3 Series,2025,기본형,battery,배터리 교체 (수입차전용),220000
5625,BMW,3 Series,2025,기본형,inspection,기본 무상 점검 (이벤트),0
5626,BMW,3 Series,2025,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5627,BMW,3 Series,2025,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5628,BMW,3 Series,2025,프리미엄,brake,앞 브레이크 패드 교환,120000
5629,BMW,3 Series,2025,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5630,BMW,3 Series,2025,프리미엄,brake,브레이크 오일 1:1 교환,90000
5631,BMW,3 Series,2025,프리미엄,transmission,미션오일 교환 패키지,350000
5632,BMW,3 Series,2025,프리미엄,filter,실내 에어컨/히터 필터,50000
5633,BMW,3 Series,2025,프리미엄,battery,배터리 교체 (수입차전용),220000
5634,BMW,3 Series,2025,프리미엄,inspection,기본 무상 점검 (이벤트),0
5635,BMW,3 Series,2025,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5636,BMW,3 Series,2025,스포츠,engine,엔진 플러싱 및 첨가제,80000
5637,BMW,3 Series,2025,스포츠,brake,앞 브레이크 패드 교환,120000
5638,BMW,3 Series,2025,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5639,BMW,3 Series,2025,스포츠,brake,브레이크 오일 1:1 교환,90000
5640,BMW,3 Series,2025,스포츠,transmission,미션오일 교환 패키지,350000
5641,BMW,3 Series,2025,스포츠,filter,실내 에어컨/히터 필터,50000
5642,BMW,3 Series,2025,스포츠,battery,배터리 교체 (수입차전용),220000
5643,BMW,3 Series,2025,스포츠,inspection,기본 무상 점검 (이벤트),0
5644,BMW,3 Series,2024,기본형,engine,엔진오일 교환 (기본 합성유),150000
5645,BMW,3 Series,2024,기본형,engine,엔진 플러싱 및 첨가제,80000
5646,BMW,3 Series,2024,기본형,brake,앞 브레이크 패드 교환,120000
5647,BMW,3 Series,2024,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5648,BMW,3 Series,2024,기본형,brake,브레이크 오일 1:1 교환,90000
5649,BMW,3 Series,2024,기본형,transmission,미션오일 교환 패키지,350000
5650,BMW,3 Series,2024,기본형,filter,실내 에어컨/히터 필터,50000
5651,BMW,3 Series,2024,기본형,battery,배터리 교체 (수입차전용),220000
5652,BMW,3 Series,2024,기본형,inspection,기본 무상 점검 (이벤트),0
5653,BMW,3 Series,2024,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5654,BMW,3 Series,2024,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5655,BMW,3 Series,2024,프리미엄,brake,앞 브레이크 패드 교환,120000
5656,BMW,3 Series,2024,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5657,BMW,3 Series,2024,프리미엄,brake,브레이크 오일 1:1 교환,90000
5658,BMW,3 Series,2024,프리미엄,transmission,미션오일 교환 패키지,350000
5659,BMW,3 Series,2024,프리미엄,filter,실내 에어컨/히터 필터,50000
5660,BMW,3 Series,2024,프리미엄,battery,배터리 교체 (수입차전용),220000
5661,BMW,3 Series,2024,프리미엄,inspection,기본 무상 점검 (이벤트),0
5662,BMW,3 Series,2024,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5663,BMW,3 Series,2024,스포츠,engine,엔진 플러싱 및 첨가제,80000
5664,BMW,3 Series,2024,스포츠,brake,앞 브레이크 패드 교환,120000
5665,BMW,3 Series,2024,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5666,BMW,3 Series,2024,스포츠,brake,브레이크 오일 1:1 교환,90000
5667,BMW,3 Series,2024,스포츠,transmission,미션오일 교환 패키지,350000
5668,BMW,3 Series,2024,스포츠,filter,실내 에어컨/히터 필터,50000
5669,BMW,3 Series,2024,스포츠,battery,배터리 교체 (수입차전용),220000
5670,BMW,3 Series,2024,스포츠,inspection,기본 무상 점검 (이벤트),0
5671,BMW,3 Series,2023,기본형,engine,엔진오일 교환 (기본 합성유),150000
5672,BMW,3 Series,2023,기본형,engine,엔진 플러싱 및 첨가제,80000
5673,BMW,3 Series,2023,기본형,brake,앞 브레이크 패드 교환,120000
5674,BMW,3 Series,2023,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5675,BMW,3 Series,2023,기본형,brake,브레이크 오일 1:1 교환,90000
5676,BMW,3 Series,2023,기본형,transmission,미션오일 교환 패키지,350000
5677,BMW,3 Series,2023,기본형,filter,실내 에어컨/히터 필터,50000
5678,BMW,3 Series,2023,기본형,battery,배터리 교체 (수입차전용),220000
5679,BMW,3 Series,2023,기본형,inspection,기본 무상 점검 (이벤트),0
5680,BMW,3 Series,2023,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5681,BMW,3 Series,2023,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5682,BMW,3 Series,2023,프리미엄,brake,앞 브레이크 패드 교환,120000
5683,BMW,3 Series,2023,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5684,BMW,3 Series,2023,프리미엄,brake,브레이크 오일 1:1 교환,90000
5685,BMW,3 Series,2023,프리미엄,transmission,미션오일 교환 패키지,350000
5686,BMW,3 Series,2023,프리미엄,filter,실내 에어컨/히터 필터,50000
5687,BMW,3 Series,2023,프리미엄,battery,배터리 교체 (수입차전용),220000
5688,BMW,3 Series,2023,프리미엄,inspection,기본 무상 점검 (이벤트),0
5689,BMW,3 Series,2023,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5690,BMW,3 Series,2023,스포츠,engine,엔진 플러싱 및 첨가제,80000
5691,BMW,3 Series,2023,스포츠,brake,앞 브레이크 패드 교환,120000
5692,BMW,3 Series,2023,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5693,BMW,3 Series,2023,스포츠,brake,브레이크 오일 1:1 교환,90000
5694,BMW,3 Series,2023,스포츠,transmission,미션오일 교환 패키지,350000
5695,BMW,3 Series,2023,스포츠,filter,실내 에어컨/히터 필터,50000
5696,BMW,3 Series,2023,스포츠,battery,배터리 교체 (수입차전용),220000
5697,BMW,3 Series,2023,스포츠,inspection,기본 무상 점검 (이벤트),0
5698,BMW,3 Series,2022,기본형,engine,엔진오일 교환 (기본 합성유),150000
5699,BMW,3 Series,2022,기본형,engine,엔진 플러싱 및 첨가제,80000
5700,BMW,3 Series,2022,기본형,brake,앞 브레이크 패드 교환,120000
5701,BMW,3 Series,2022,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5702,BMW,3 Series,2022,기본형,brake,브레이크 오일 1:1 교환,90000
5703,BMW,3 Series,2022,기본형,transmission,미션오일 교환 패키지,350000
5704,BMW,3 Series,2022,기본형,filter,실내 에어컨/히터 필터,50000
5705,BMW,3 Series,2022,기본형,battery,배터리 교체 (수입차전용),220000
5706,BMW,3 Series,2022,기본형,inspection,기본 무상 점검 (이벤트),0
5707,BMW,3 Series,2022,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5708,BMW,3 Series,2022,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5709,BMW,3 Series,2022,프리미엄,brake,앞 브레이크 패드 교환,120000
5710,BMW,3 Series,2022,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5711,BMW,3 Series,2022,프리미엄,brake,브레이크 오일 1:1 교환,90000
5712,BMW,3 Series,2022,프리미엄,transmission,미션오일 교환 패키지,350000
5713,BMW,3 Series,2022,프리미엄,filter,실내 에어컨/히터 필터,50000
5714,BMW,3 Series,2022,프리미엄,battery,배터리 교체 (수입차전용),220000
5715,BMW,3 Series,2022,프리미엄,inspection,기본 무상 점검 (이벤트),0
5716,BMW,3 Series,2022,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5717,BMW,3 Series,2022,스포츠,engine,엔진 플러싱 및 첨가제,80000
5718,BMW,3 Series,2022,스포츠,brake,앞 브레이크 패드 교환,120000
5719,BMW,3 Series,2022,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5720,BMW,3 Series,2022,스포츠,brake,브레이크 오일 1:1 교환,90000
5721,BMW,3 Series,2022,스포츠,transmission,미션오일 교환 패키지,350000
5722,BMW,3 Series,2022,스포츠,filter,실내 에어컨/히터 필터,50000
5723,BMW,3 Series,2022,스포츠,battery,배터리 교체 (수입차전용),220000
5724,BMW,3 Series,2022,스포츠,inspection,기본 무상 점검 (이벤트),0
5725,BMW,3 Series,2021,기본형,engine,엔진오일 교환 (기본 합성유),150000
5726,BMW,3 Series,2021,기본형,engine,엔진 플러싱 및 첨가제,80000
5727,BMW,3 Series,2021,기본형,brake,앞 브레이크 패드 교환,120000
5728,BMW,3 Series,2021,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5729,BMW,3 Series,2021,기본형,brake,브레이크 오일 1:1 교환,90000
5730,BMW,3 Series,2021,기본형,transmission,미션오일 교환 패키지,350000
5731,BMW,3 Series,2021,기본형,filter,실내 에어컨/히터 필터,50000
5732,BMW,3 Series,2021,기본형,battery,배터리 교체 (수입차전용),220000
5733,BMW,3 Series,2021,기본형,inspection,기본 무상 점검 (이벤트),0
5734,BMW,3 Series,2021,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5735,BMW,3 Series,2021,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5736,BMW,3 Series,2021,프리미엄,brake,앞 브레이크 패드 교환,120000
5737,BMW,3 Series,2021,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5738,BMW,3 Series,2021,프리미엄,brake,브레이크 오일 1:1 교환,90000
5739,BMW,3 Series,2021,프리미엄,transmission,미션오일 교환 패키지,350000
5740,BMW,3 Series,2021,프리미엄,filter,실내 에어컨/히터 필터,50000
5741,BMW,3 Series,2021,프리미엄,battery,배터리 교체 (수입차전용),220000
5742,BMW,3 Series,2021,프리미엄,inspection,기본 무상 점검 (이벤트),0
5743,BMW,3 Series,2021,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5744,BMW,3 Series,2021,스포츠,engine,엔진 플러싱 및 첨가제,80000
5745,BMW,3 Series,2021,스포츠,brake,앞 브레이크 패드 교환,120000
5746,BMW,3 Series,2021,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5747,BMW,3 Series,2021,스포츠,brake,브레이크 오일 1:1 교환,90000
5748,BMW,3 Series,2021,스포츠,transmission,미션오일 교환 패키지,350000
5749,BMW,3 Series,2021,스포츠,filter,실내 에어컨/히터 필터,50000
5750,BMW,3 Series,2021,스포츠,battery,배터리 교체 (수입차전용),220000
5751,BMW,3 Series,2021,스포츠,inspection,기본 무상 점검 (이벤트),0
5752,BMW,3 Series,2020,기본형,engine,엔진오일 교환 (기본 합성유),150000
5753,BMW,3 Series,2020,기본형,engine,엔진 플러싱 및 첨가제,80000
5754,BMW,3 Series,2020,기본형,brake,앞 브레이크 패드 교환,120000
5755,BMW,3 Series,2020,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5756,BMW,3 Series,2020,기본형,brake,브레이크 오일 1:1 교환,90000
5757,BMW,3 Series,2020,기본형,transmission,미션오일 교환 패키지,350000
5758,BMW,3 Series,2020,기본형,filter,실내 에어컨/히터 필터,50000
5759,BMW,3 Series,2020,기본형,battery,배터리 교체 (수입차전용),220000
5760,BMW,3 Series,2020,기본형,inspection,기본 무상 점검 (이벤트),0
5761,BMW,3 Series,2020,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5762,BMW,3 Series,2020,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5763,BMW,3 Series,2020,프리미엄,brake,앞 브레이크 패드 교환,120000
5764,BMW,3 Series,2020,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
5765,BMW,3 Series,2020,프리미엄,brake,브레이크 오일 1:1 교환,90000
5766,BMW,3 Series,2020,프리미엄,transmission,미션오일 교환 패키지,350000
5767,BMW,3 Series,2020,프리미엄,filter,실내 에어컨/히터 필터,50000
5768,BMW,3 Series,2020,프리미엄,battery,배터리 교체 (수입차전용),220000
5769,BMW,3 Series,2020,프리미엄,inspection,기본 무상 점검 (이벤트),0
5770,BMW,3 Series,2020,스포츠,engine,엔진오일 교환 (기본 합성유),150000
5771,BMW,3 Series,2020,스포츠,engine,엔진 플러싱 및 첨가제,80000
5772,BMW,3 Series,2020,스포츠,brake,앞 브레이크 패드 교환,120000
5773,BMW,3 Series,2020,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
5774,BMW,3 Series,2020,스포츠,brake,브레이크 오일 1:1 교환,90000
5775,BMW,3 Series,2020,스포츠,transmission,미션오일 교환 패키지,350000
5776,BMW,3 Series,2020,스포츠,filter,실내 에어컨/히터 필터,50000
5777,BMW,3 Series,2020,스포츠,battery,배터리 교체 (수입차전용),220000
5778,BMW,3 Series,2020,스포츠,inspection,기본 무상 점검 (이벤트),0
5779,BMW,3 Series,2019,기본형,engine,엔진오일 교환 (기본 합성유),150000
5780,BMW,3 Series,2019,기본형,engine,엔진 플러싱 및 첨가제,80000
5781,BMW,3 Series,2019,기본형,brake,앞 브레이크 패드 교환,120000
5782,BMW,3 Series,2019,기본형,brake,뒤 브레이크 패드/센서 교환,140000
5783,BMW,3 Series,2019,기본형,brake,브레이크 오일 1:1 교환,90000
5784,BMW,3 Series,2019,기본형,transmission,미션오일 교환 패키지,350000
5785,BMW,3 Series,2019,기본형,filter,실내 에어컨/히터 필터,50000
5786,BMW,3 Series,2019,기본형,battery,배터리 교체 (수입차전용),220000
5787,BMW,3 Series,2019,기본형,inspection,기본 무상 점검 (이벤트),0
5788,BMW,3 Series,2019,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
5789,BMW,3 Series,2019,프리미엄,engine,엔진 플러싱 및 첨가제,80000
5790,BMW,3 Series,2019,프리미엄,brake,앞 브레이크 패드 교환,120000
5791,BMW,3 Series,2019,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
